Time,Fixed-Point-Operation,Edge,Label,Old Bound,New Bound,Occurred Due To,Clause-1,Clause-2,Clause-3
1,1,"('input', 'primary_conflict')",corpus,"[0.0,1.0]","[0.25,0.25]",rule_48,"[('input', 'primary_conflict')]",['input'],['primary_conflict']
1,1,"('input', 'protagonist_centered_focus')",corpus,"[0.0,1.0]","[0.11,0.11]",rule_52,"[('input', 'protagonist_centered_focus')]",['input'],['protagonist_centered_focus']
1,1,"('input', 'relationship_framing')",corpus,"[0.0,1.0]","[0.32,0.32]",rule_56,"[('input', 'relationship_framing')]",['input'],['relationship_framing']
1,1,"('input', 'relationship_orientation')",corpus,"[0.0,1.0]","[0.54,0.54]",rule_61,"[('input', 'relationship_orientation')]",['input'],['relationship_orientation']
1,1,"('input', 'resolution_style')",corpus,"[0.0,1.0]","[0.21,0.21]",rule_66,"[('input', 'resolution_style')]",['input'],['resolution_style']
1,1,"('input', 'self_actualization_climax')",corpus,"[0.0,1.0]","[0.29,0.29]",rule_71,"[('input', 'self_actualization_climax')]",['input'],['self_actualization_climax']
1,1,"('input', 'self_construal')",corpus,"[0.0,1.0]","[0.43,0.43]",rule_76,"[('input', 'self_construal')]",['input'],['self_construal']
1,1,"('input', 'self_reliance')",corpus,"[0.0,1.0]","[0.29,0.29]",rule_81,"[('input', 'self_reliance')]",['input'],['self_reliance']
1,1,"('input', 'solo_confrontations')",corpus,"[0.0,1.0]","[0.25,0.25]",rule_86,"[('input', 'solo_confrontations')]",['input'],['solo_confrontations']
1,1,"('input', 'uniqueness_self_expression')",corpus,"[0.0,1.0]","[0.39,0.39]",rule_91,"[('input', 'uniqueness_self_expression')]",['input'],['uniqueness_self_expression']
1,1,"('input', 'vertical_individualism')",corpus,"[0.0,1.0]","[0.43,0.43]",rule_96,"[('input', 'vertical_individualism')]",['input'],['vertical_individualism']
