Time,Fixed-Point-Operation,Edge,Label,Old Bound,New Bound,Occurred Due To,Clause-1,Clause-2,Clause-3
0,0,"('harrison_ford', 'vertical_individualism')",individualistic_feature,"[0.0,1.0]","[0.0,0.0]",fact_harrison_ford_vertical_individualism,,,
1,1,"('harrison_ford', 'protagonist_centered_focus')",individualistic_feature,"[0.25,0.25]","[0.25,0.25]",fact_harrison_ford_protagonist_centered_focus,,,
1,1,"('harrison_ford', 'internal_goals')",individualistic_feature,"[0.25,0.25]","[0.25,0.25]",fact_harrison_ford_internal_goals,,,
1,1,"('harrison_ford', 'decision_driven_plot')",individualistic_feature,"[0.25,0.25]","[0.25,0.25]",fact_harrison_ford_decision_driven_plot,,,
1,1,"('harrison_ford', 'self_reliance')",individualistic_feature,"[0.0,0.0]","[0.0,0.0]",fact_harrison_ford_self_reliance,,,
1,1,"('harrison_ford', 'individual_accolades')",individualistic_feature,"[0.0,0.0]","[0.0,0.0]",fact_harrison_ford_individual_accolades,,,
1,1,"('harrison_ford', 'meritocracy_emphasis')",individualistic_feature,"[0.0,0.0]","[0.0,0.0]",fact_harrison_ford_meritocracy_emphasis,,,
1,1,"('harrison_ford', 'man_vs_self_world_conflict')",individualistic_feature,"[0.25,0.25]","[0.25,0.25]",fact_harrison_ford_man_vs_self_world_conflict,,,
1,1,"('harrison_ford', 'solo_confrontations')",individualistic_feature,"[0.0,0.0]","[0.0,0.0]",fact_harrison_ford_solo_confrontations,,,
1,1,"('harrison_ford', 'inner_journey')",individualistic_feature,"[0.25,0.25]","[0.25,0.25]",fact_harrison_ford_inner_journey,,,
1,1,"('harrison_ford', 'self_actualization_climax')",individualistic_feature,"[0.0,0.0]","[0.0,0.0]",fact_harrison_ford_self_actualization_climax,,,
1,1,"('harrison_ford', 'personal_ethics_over_group_norms')",individualistic_feature,"[0.0,0.0]","[0.0,0.0]",fact_harrison_ford_personal_ethics_over_group_norms,,,
1,1,"('harrison_ford', 'uniqueness_self_expression')",individualistic_feature,"[0.25,0.25]","[0.25,0.25]",fact_harrison_ford_uniqueness_self_expression,,,
1,1,"('harrison_ford', 'self_construal')",individualistic_feature,"[0.25,0.25]","[0.25,0.25]",fact_harrison_ford_self_construal,,,
1,1,"('harrison_ford', 'behavioral_guidance')",individualistic_feature,"[0.25,0.25]","[0.25,0.25]",fact_harrison_ford_behavioral_guidance,,,
1,1,"('harrison_ford', 'relationship_orientation')",individualistic_feature,"[0.0,0.0]","[0.0,0.0]",fact_harrison_ford_relationship_orientation,,,
1,1,"('harrison_ford', 'primary_conflict')",individualistic_feature,"[0.25,0.25]","[0.25,0.25]",fact_harrison_ford_primary_conflict,,,
1,1,"('harrison_ford', 'resolution_style')",individualistic_feature,"[0.25,0.25]","[0.25,0.25]",fact_harrison_ford_resolution_style,,,
1,1,"('harrison_ford', 'moral_emphasis')",individualistic_feature,"[0.25,0.25]","[0.25,0.25]",fact_harrison_ford_moral_emphasis,,,
1,1,"('harrison_ford', 'relationship_framing')",individualistic_feature,"[0.0,0.0]","[0.0,0.0]",fact_harrison_ford_relationship_framing,,,
1,1,"('harrison_ford', 'vertical_individualism')",individualistic_feature,"[0.0,0.0]","[0.0,0.0]",fact_harrison_ford_vertical_individualism,,,
1,1,"('harrison_ford', 'behavioral_guidance')",corpus,"[0.0,1.0]","[0.46,0.46]",rule_1,"[('harrison_ford', 'behavioral_guidance')]",['harrison_ford'],['behavioral_guidance']
1,1,"('harrison_ford', 'decision_driven_plot')",corpus,"[0.0,1.0]","[0.39,0.39]",rule_6,"[('harrison_ford', 'decision_driven_plot')]",['harrison_ford'],['decision_driven_plot']
1,1,"('harrison_ford', 'individual_accolades')",corpus,"[0.0,1.0]","[0.54,0.54]",rule_10,"[('harrison_ford', 'individual_accolades')]",['harrison_ford'],['individual_accolades']
1,1,"('harrison_ford', 'inner_journey')",corpus,"[0.0,1.0]","[0.14,0.14]",rule_16,"[('harrison_ford', 'inner_journey')]",['harrison_ford'],['inner_journey']
1,1,"('harrison_ford', 'internal_goals')",corpus,"[0.0,1.0]","[0.25,0.25]",rule_21,"[('harrison_ford', 'internal_goals')]",['harrison_ford'],['internal_goals']
1,1,"('harrison_ford', 'man_vs_self_world_conflict')",corpus,"[0.0,1.0]","[0.36,0.36]",rule_26,"[('harrison_ford', 'man_vs_self_world_conflict')]",['harrison_ford'],['man_vs_self_world_conflict']
1,1,"('harrison_ford', 'meritocracy_emphasis')",corpus,"[0.0,1.0]","[0.5,0.5]",rule_30,"[('harrison_ford', 'meritocracy_emphasis')]",['harrison_ford'],['meritocracy_emphasis']
1,1,"('harrison_ford', 'moral_emphasis')",corpus,"[0.0,1.0]","[0.29,0.29]",rule_36,"[('harrison_ford', 'moral_emphasis')]",['harrison_ford'],['moral_emphasis']
1,1,"('harrison_ford', 'personal_ethics_over_group_norms')",corpus,"[0.0,1.0]","[0.43,0.43]",rule_40,"[('harrison_ford', 'personal_ethics_over_group_norms')]",['harrison_ford'],['personal_ethics_over_group_norms']
1,1,"('harrison_ford', 'primary_conflict')",corpus,"[0.0,1.0]","[0.25,0.25]",rule_46,"[('harrison_ford', 'primary_conflict')]",['harrison_ford'],['primary_conflict']
1,1,"('harrison_ford', 'protagonist_centered_focus')",corpus,"[0.0,1.0]","[0.29,0.29]",rule_51,"[('harrison_ford', 'protagonist_centered_focus')]",['harrison_ford'],['protagonist_centered_focus']
1,1,"('harrison_ford', 'relationship_framing')",corpus,"[0.0,1.0]","[0.36,0.36]",rule_55,"[('harrison_ford', 'relationship_framing')]",['harrison_ford'],['relationship_framing']
1,1,"('harrison_ford', 'relationship_orientation')",corpus,"[0.0,1.0]","[0.32,0.32]",rule_60,"[('harrison_ford', 'relationship_orientation')]",['harrison_ford'],['relationship_orientation']
1,1,"('harrison_ford', 'resolution_style')",corpus,"[0.0,1.0]","[0.21,0.21]",rule_66,"[('harrison_ford', 'resolution_style')]",['harrison_ford'],['resolution_style']
1,1,"('harrison_ford', 'self_actualization_climax')",corpus,"[0.0,1.0]","[0.5,0.5]",rule_70,"[('harrison_ford', 'self_actualization_climax')]",['harrison_ford'],['self_actualization_climax']
1,1,"('harrison_ford', 'self_construal')",corpus,"[0.0,1.0]","[0.46,0.46]",rule_76,"[('harrison_ford', 'self_construal')]",['harrison_ford'],['self_construal']
1,1,"('harrison_ford', 'self_reliance')",corpus,"[0.0,1.0]","[0.39,0.39]",rule_80,"[('harrison_ford', 'self_reliance')]",['harrison_ford'],['self_reliance']
1,1,"('harrison_ford', 'solo_confrontations')",corpus,"[0.0,1.0]","[0.46,0.46]",rule_85,"[('harrison_ford', 'solo_confrontations')]",['harrison_ford'],['solo_confrontations']
1,1,"('harrison_ford', 'uniqueness_self_expression')",corpus,"[0.0,1.0]","[0.32,0.32]",rule_91,"[('harrison_ford', 'uniqueness_self_expression')]",['harrison_ford'],['uniqueness_self_expression']
1,1,"('harrison_ford', 'vertical_individualism')",corpus,"[0.0,1.0]","[0.39,0.39]",rule_95,"[('harrison_ford', 'vertical_individualism')]",['harrison_ford'],['vertical_individualism']
